status,display_name,first_name,last_name,esb_id,gsis_id,suffix,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,draft_number,uniform_number,draft_round,season
RET,Brett Baer,Brett,Baer,BAE563609,00-0029859,,,,SPEC,K,5,70,194,0,LA,,2510,,,,,,,,,,32004241-4556-3609-94aa-46e4486858ec,,,,,
RET,Brett Collins,Brett,Collins,COL517827,00-0003268,,,,LB,LB,,73,234,3,LA,,2510,,,,,,,,,,3200434f-4c51-7827-9cd2-7839d4cb264f,,,,,
ACT,Brett Maher,Brett,Maher,MAH294385,00-0030332,,21-11-1989,Nebraska,SPEC,K,8,73,185,6,LA,1,2510,Brett,2013,2013,,Big Ten Conference,A01,Active,40775,B.Maher,32004d41-4829-4385-37fd-00737cd2e6a2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v5fuzaeucyftknl6hwoe",,8,,
DEV,Brett Rypien,Brett,Rypien,RYP415292,00-0034955,,09-07-1996,Boise State,QB,QB,11,74,200,4,LA,1,2510,Brett,2019,2019,,Mountain West Conference,P07,PS; Vet,48090,B.Rypien,32005259-5041-5292-b37a-51e22ef129f4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dk9b6nlydrbexyyoknoi",,11,,
RET,Brett Wallerstedt,Brett,Wallerstedt,WAL523083,00-0017097,,,,LB,LB,53,73,240,4,LA,,2510,,,,,,,,,,32005741-4c52-3083-dd99-8452c5c45387,,,,,
ACT,Brian Allen,Brian,Allen,ALL063898,00-0034804,,11-10-1995,Michigan State,OL,C,55,74,302,6,LA,1,2510,Brian,2018,2018,LA,Big Ten Conference,A01,Active,46180,B.Allen,3200414c-4c06-3898-4514-a9de44ff58fe,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxebvjvaq5m9iw0tsmhj",111,55,,
RET,Brian Howard,Brian,Howard,HOW073306,00-0022306,,,,DL,DT,98,76,282,3,LA,,2510,,,,,,,,,,3200484f-5707-3306-fad2-a44cca54672e,,,,,
RET,Brian Jackson,Brian,Jackson,JAC055366,00-0027313,,,,DB,DB,22,72,212,2,LA,,2510,,,,,,,,,,32004a41-4305-5366-8a12-a121d96409d9,,,,,
RET,Brian Randolph,Brian,Randolph,RAN466162,00-0032683,,,,DB,DB,43,72,198,0,LA,,2510,,,,,,,,,,32005241-4e46-6162-d504-654cdae2b819,,,,,
CUT,Brian Womac,Brian,Womac,WOM142116,00-0034738,,19-01-1995,Rice,DL,DE,62,74,250,0,LA,1,2510,Brian,2018,2018,,Conference USA,A01,Active,46918,B.Womac,3200574f-4d14-2116-9c0a-874c47add946,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqgijnfhd1yzkj4urmzu",,,,
RET,Brit Miller,Brit,Miller,MIL149658,00-0026712,,,,RB,FB,49,73,253,4,LA,,2510,,,,,,,,,,32004d49-4c14-9658-3e37-51f8a4450770,,,,,
RET,Britt Hager,Britt,Hager,HAG341999,00-0006603,,,,LB,LB,57,73,242,9,LA,,2510,,,,,,,,,,32004841-4734-1999-11a9-dd260589677b,,,,,
DEV,Brock Miller,Brock,Miller,MIL150891,00-0033189,,,Southern Utah,SPEC,P,2,71,182,1,LA,1,2510,Brock,2014,2017,,Big Sky Conference,P01,Practice Squad,42222,B.Miller,32004d49-4c15-0891-8fed-17d3608ebec9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2cioydtuqdit7fs63jo",,2,,
DEV,Brontae Harris,Brontae,Harris,,00-0036601,,,Alabama-Birmingham,DB,DB,35,70,190,,LA,,2510,Brontae,2021,2021,,Conference USA,W03,Waivers/No Rec.,53866,B.Harris,,,,35,,
RET,Bryan Barker,Bryan,Barker,BAR155715,00-0000754,,,,SPEC,P,4,73,202,16,LA,,2510,,,,,,,,,,32004241-5215-5715-d4a4-32d15ae4bf83,,,,,
CUT,Bryan London,Bryan,London,LON011969,00-0035936,,17-03-1997,,LB,LB,55,74,232,0,LA,,2510,Bryan,,,,,,,,,32004c4f-4e01-1969-416e-8e0272585a31,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fm58jggocwbqfhipss3j",,,,2020
CUT,Bryant Jones,Bryant,Jones,JON131219,00-0035622,,15-04-1997,Mississippi Valley State,DL,DT,62,73,304,0,LA,1,2510,Bryant,2019,2019,,Southwestern Athletic Conference,A01,Active,48785,B.Jones,32004a4f-4e13-1219-14c6-d9c556e59e75,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ezeaybdkl21t2eqb3ed6",,,,
ACT,Bryce Perkins,Bryce,Perkins,PER151670,00-0035939,,20-12-1996,Virginia,QB,QB,16,75,215,0,LA,,2510,Bryce,2020,2020,,Atlantic Coast Conference,A01,Active,52841,B.Perkins,32005045-5215-1670-3a5f-ed85c4dd47b3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mouuxpmyg8wgcrtfc0tr",,16,,2020
ACT,Brycen Hopkins,Brycen,Hopkins,HOP149965,00-0036424,,27-03-1997,Purdue,TE,TE,88,77,245,4,LA,,2510,Brycen,2020,2020,LA,Big Ten Conference,A01,Active,52544,B.Hopkins,3200484f-5014-9965-c4b6-d7a521f0ac0b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/agzychtsya1dteoz1khu",136,88,,2020
ACT,Buddy Howell,Gregory,Howell,HOW565725,00-0034449,,27-03-1996,Florida Atlantic,RB,RB,38,73,218,3,LA,1,2510,Buddy,2018,2018,,Conference USA,A01,Active,46633,B.Howell,3200484f-5756-5725-bde3-e619e6948421,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqoes3t0jkt62cpqmuvo",,38,,
ACT,Byron Young,Byron,Young,YOU127040,00-0039137,,,Tennessee,LB,OLB,0,75,245,0,LA,,2510,Byron,2023,2023,LA,Southeastern Conference,A01,Active,55942,B.Young,3200594f-5512-7040-ee4b-f8bc5d0b4a6e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bdfvfh0776dv0sn447pq",77,,,
RET,C.J. Ah You,C.J.,Ah You,AHY462618,00-0025626,,,,DL,DT,99,76,265,3,LA,,2510,,,,,,,,,,32004148-5946-2618-ac72-eb0edb6f5510,,,,,
RET,C.J. Akins,C.J.,Akins,AKI495024,00-0029798,,,,WR,WR,,73,200,0,LA,,2510,,,,,,,,,,3200414b-4949-5024-469c-e0f00de01a2c,,,,,
RET,Cadillac Williams,Cadillac,Williams,WIL179825,00-0023440,,,,RB,RB,33,71,218,7,LA,,2510,,,,,,,,,,32005749-4c17-9825-1800-d129d5dc37a9,,,,,
CUT,Caesar Williams,Caesar,Williams,DAN046720,00-0037058,,,Wisconsin,DB,DB,35,72,188,,LA,,2510,Caesar,2022,2022,,Big Ten Conference,W03,Waivers/No Rec.,54751,C.Williams,32004441-4e04-6720-6117-b71bdaad3a06,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alch4hbzqerc7hblswby",,35,,
RET,Calvin Middleton,Calvin,Middleton,MID244674,00-0028874,,,,RB,RB,36,71,220,0,LA,,2510,,,,,,,,,,32004d49-4424-4674-cd01-34dfdf9a5f5a,,,,,
ACT,Cam Akers,Cam,Akers,AKE415291,00-0036414,,22-06-1999,Florida State,RB,RB,3,71,212,3,LA,,2510,Cam,2020,2020,LA,Atlantic Coast Conference,A01,Active,52460,C.Akers,3200414b-4541-5291-73e4-84e805a9ffce,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x8bwtmqqb9lkjnvltbgp",52,3,,2020
RET,Cameron Cleeland,Cameron,Cleeland,CLE016949,00-0003103,,,,TE,TE,82,77,270,8,LA,,2510,,,,,,,,,,3200434c-4501-6949-2c52-af6dee2861e0,,,,,
RET,Cameron Graham,Cameron,Graham,GRA130660,00-0028469,,,,TE,TE,81,75,244,1,LA,,2510,,,,,,,,,,32004752-4113-0660-ba7d-a725919d784f,,,,,
DEV,Cameron McCutcheon,Cameron,McCutcheon,MCC817004,00-0038946,,,Western Carolina,DB,CB,41,75,200,0,LA,,2510,Cameron,2023,2023,,Southern Conference,P01,Practice Squad,56658,C.McCutcheon,32004d43-4381-7004-cf5d-c3c1d68d2f00,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7jvi5w2csj1ldp6ouhr",,41,,
CUT,Camren McDonald,Camren,McDonald,MCD241859,00-0038467,,,Florida State,TE,TE,45,76,238,0,LA,,2510,Camren,2023,2023,,Atlantic Coast Conference,W03,Waivers/No Rec.,56222,C.McDonald,32004d43-4424-1859-8fbd-393613718b90,,,45,,
CUT,Carlos Davis,Carlos,Davis,DAV219115,00-0033370,,30-12-1993,Mississippi,DB,DB,33,69,170,0,LA,1,2510,Carlos,2017,2017,,Southeastern Conference,A01,Active,45262,C.Davis,32004441-5621-9115-8284-454fbcb67f01,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkj17glztaxymexlsytt",,,,
RET,Carlos Huerta,Carlos,Huerta,HUE404643,00-0007863,,,,SPEC,K,6,67,185,1,LA,,2510,,,,,,,,,,32004855-4540-4643-328e-bc9272ae1e44,,,,,
RET,Carlos Jenkins,Carlos,Jenkins,JEN168707,00-0008337,,,,LB,OLB,51,75,217,6,LA,,2510,,,,,,,,,,32004a45-4e16-8707-c4e8-3de61a2ab50e,,,,,
CUT,Carlos Thompson,Carlos,Thompson,THO498693,00-0031929,Jr.,16-02-1992,Mississippi,LB,OLB,53,77,250,2,LA,1,2510,Carlos,2015,2015,,Southeastern Conference,R34,R/I-W/I; Not 90,42960,C.Thompson,32005448-4f49-8693-39b5-50db10964235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/noo6th7yihe6llxgsna2",,,,
DEV,Case Cookus,Stephen,Cookus,COO354912,00-0035812,,,Northern Arizona,QB,QB,17,76,205,0,LA,,2510,Case,2020,2020,,Big Sky Conference,P01,Practice Squad,52714,C.Cookus,3200434f-4f35-4912-142a-53bbdea75b07,,,17,,2020
RET,Cedric Figaro,Cedric,Figaro,FIG276861,00-0005209,,,,LB,LB,53,75,242,7,LA,,2510,,,,,,,,,,32004649-4727-6861-52d0-92963987f04b,,,,,
RET,Cedric Jones,Cedric,Jones,JON156134,00-0008703,,,,DL,DE,94,76,290,6,LA,,2510,,,,,,,,,,32004a4f-4e15-6134-67b6-6128d527adfd,,,,,
RET,Chad Cota,Chad,Cota,COT013945,00-0003516,,,,DB,DB,37,72,196,8,LA,,2510,,,,,,,,,,3200434f-5401-3945-defa-9c04060b6722,,,,,
RET,Chad Dukes,Chad,Dukes,DUK270111,00-0004595,,,,RB,RB,34,72,230,1,LA,,2510,,,,,,,,,,32004455-4b27-0111-4b3e-f3403dbe5f22,,,,,
RET,Chad Kelsay,Chad,Kelsay,KEL772411,00-0009125,,,,LB,LB,58,74,252,2,LA,,2510,,,,,,,,,,32004b45-4c77-2411-bb72-732eaceaf7f9,,,,,
RET,Chad Levitt,Chad,Levitt,LEV608406,00-0009834,,,,RB,RB,34,73,231,2,LA,,2510,,,,,,,,,,32004c45-5660-8406-9ecc-fed7cf66f801,,,,,
RET,Charles Gilbert,Charles,Gilbert,GIL017010,00-0029652,,,,WR,WR,17,71,167,0,LA,,2510,,,,,,,,,,32004749-4c01-7010-ce9a-63070fc38c8e,,,,,
RET,Chase Beeler,Chase,Beeler,BEE497545,00-0028233,,,,OL,C,,75,285,1,LA,,2510,,,,,,,,,,32004245-4549-7545-ee98-47593a229e35,,,,,
UFA,Chase Reynolds,Chase,Reynolds,REY105214,00-0028795,,22-10-1987,Montana,RB,RB,34,72,205,5,LA,1,2510,Chase,2011,2011,,Big Sky Conference,A01,Active,38262,,32005245-5910-5214-6cc2-bcfe3c709194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmtfxfxdwsipikltab8t",,,,
RET,Chip Lohmiller,Chip,Lohmiller,LOH553722,00-0010038,,,,SPEC,K,8,75,215,9,LA,,2510,,,,,,,,,,32004c4f-4855-3722-e4c5-8856c087c9fe,,,,,
RET,Chris Bradwell,Chris,Bradwell,BRA323572,00-0026110,,,,DL,DT,,77,280,1,LA,,2510,,,,,,,,,,32004252-4132-3572-3b01-170057c916a3,,,,,
RET,Chris Chandler,Chris,Chandler,CHA222838,00-0002876,,,,QB,QB,12,76,224,17,LA,,2510,,,,,,,,,,32004348-4122-2838-886c-316b57f3d3ce,,,,,
RET,Chris Dishman,Chris,Dishman,DIS613185,00-0004336,,,,OL,G,66,75,375,9,LA,,2510,,,,,,,,,,32004449-5361-3185-93c9-276644c924fb,,,,,
RET,Chris Hovan,Chris,Hovan,HOV092286,00-0019696,,,,DL,DT,93,74,296,11,LA,,2510,,,,,,,,,,3200484f-5609-2286-5131-e28468f460f9,,,,,
RET,Chris Martin,Chris,Martin,MAR539524,00-0010440,,,,LB,LB,,74,241,12,LA,,2510,,,,,,,,,,32004d41-5253-9524-8a7f-a3b20cd40e03,,,,,
RET,Chris Maumalanga,Chris,Maumalanga,MAU494391,00-0010571,,,,DL,DT,98,74,288,3,LA,,2510,,,,,,,,,,32004d41-5549-4391-60db-be8dd7a57a1d,,,,,
RET,Chris Smith,Chris,Smith,SMI141622,00-0028373,,,,DB,DB,36,70,186,0,LA,,2510,,,,,,,,,,3200534d-4914-1622-e7a7-0956ff482ddd,,,,,
ACT,Christian Rozeboom,Christian,Rozeboom,ROZ049834,00-0035942,,30-01-1997,South Dakota State,LB,ILB,56,74,230,3,LA,,2510,Christian,2020,2020,,Missouri Valley Football Conference,A01,Active,52844,C.Rozeboom,3200524f-5a04-9834-196a-747537daff33,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0z1srmoiurvsitbjojl",,56,,2020
CUT,Christian Sims,Christian,Sims,SIM669861,00-0038948,,,Bowling Green,TE,TE,46,76,240,0,LA,,2510,Christian,2023,2023,,Mid-American Conference,W03,Waivers/No Rec.,56660,C.Sims,32005349-4d66-9861-90cd-241f77bf44f5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/epwzm7lohdrmfgzqux8p",,46,,
CUT,Christopher Dunn,Christopher,Dunn,,00-0038945,,,North Carolina State,SPEC,K,,68,170,,LA,,2510,Christopher,2023,2023,,Atlantic Coast Conference,W03,Waivers/No Rec.,56657,C.Dunn,,,,,,
RET,Chuck Belin,Chuck,Belin,BEL126208,00-0001011,,,,OL,G,71,74,305,4,LA,,2510,,,,,,,,,,32004245-4c12-6208-89cb-b080ac5e0bdf,,,,,
UFA,Chucky Williams,Chucky,Williams,WIL189258,00-0034740,,18-03-1995,Louisville,DB,DB,39,72,211,0,LA,1,2510,Chucky,2018,2018,,Atlantic Coast Conference,A01,Active,46920,,32005749-4c18-9258-830a-71bf3f1d93b7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcpwadcesyqz9thxolne",,,,
CUT,Chunky Clements,Chunky,Clements,CLE281420,00-0033998,,03-12-1994,Illinois,DL,DT,67,74,301,2,LA,1,2510,Chunky,2017,2017,,Big Ten Conference,A01,Active,45820,C.Clements,3200434c-4528-1420-f966-5adef6afada8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzkqjo58oxijgts1oeto",,,,
RET,Claude Terrell,Claude,Terrell,TER274358,00-0023568,,,,OL,G,75,74,330,3,LA,,2510,,,,,,,,,,32005445-5227-4358-8070-8cbef0e63acf,,,,,
RET,Claude Wroten,Claude,Wroten,WRO622937,00-0024283,,,,DL,DT,99,74,295,3,LA,,2510,,,,,,,,,,32005752-4f62-2937-a046-d9e8ce35aef4,,,,,
UFA,Clay Matthews,William,Matthews,MAT538690,00-0027002,III,14-05-1986,Southern California,LB,OLB,52,75,255,12,LA,1,2510,Clay,2009,2009,GB,Pacific Ten Conference,A01,Active,34477,C.Matthews,32004d41-5453-8690-7264-e9a996661ff9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ozayln2febjtgagfzbp7",26,,,
RET,Clifford Dukes,Clifford,Dukes,DUK273486,00-0023030,,,,LB,LB,96,75,268,0,LA,,2510,,,,,,,,,,32004455-4b27-3486-a969-7eb60016ff5c,,,,,
RET,Clifton Ryan,Clifton,Ryan,RYA062840,00-0025541,,,,DL,DT,95,75,324,4,LA,,2510,,,,,,,,,,32005259-4106-2840-539a-b1c9926fcd8c,,,,,
RET,Clinton Hart,Clinton,Hart,HAR660510,00-0020571,,,,DB,SS,42,72,208,7,LA,,2510,,,,,,,,,,32004841-5266-0510-b4dc-0287388c1b9b,,,,,
ACT,Cobie Durant,Decobie,Durant,DUR101849,00-0037839,,,South Carolina State,DB,CB,14,71,175,2,LA,,2510,Cobie,2022,2022,LA,Mid-Eastern Athletic Conference,A01,Active,54607,C.Durant,32004455-5210-1849-241d-bd57a0845029,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bnxe1uab3diwqjt5g5jy",142,14,,
RET,Cody Habben,Cody,Habben,HAB124586,00-0028760,,,,OL,T,79,78,290,0,LA,,2510,,,,,,,,,,32004841-4212-4586-5816-e4c5a37e64e5,,,,,
RET,Colby Prince,Colby,Prince,PRI482520,00-0030482,,,,TE,TE,86,77,257,0,LA,,2510,,,,,,,,,,32005052-4948-2520-9c6c-8f3958ae5883,,,,,
DEV,Cole Toner,Cole,Toner,TON357148,00-0032787,,13-03-1994,Harvard,OL,C,50,79,300,3,LA,1,2510,Cole,2016,2016,ARI,Ivy League,P07,PS; Vet,43459,C.Toner,3200544f-4e35-7148-9f10-4908252ecc44,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vg7jnihyyljkmncjir0k",170,50,,
ACT,Coleman Shelton,Coleman,Shelton,SHE410481,00-0034114,,28-07-1995,Washington,OL,C,65,77,285,5,LA,1,2510,Coleman,2018,2018,,Pacific Twelve Conference,A01,Active,46376,C.Shelton,32005348-4541-0481-486a-e4fbdf2ec38e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g0ccc5eyplgkogqtyvoz",,65,,
RES,Cooper Kupp,Cooper,Kupp,KUP534597,00-0033908,,15-06-1993,Eastern Washington,WR,WR,10,74,208,7,LA,1,2510,Cooper,2017,2017,LA,Big Sky Conference,R01,R/Injured,44881,C.Kupp,32004b55-5053-4597-b958-87408c31956f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bkahtsjkvnom1sbnb6xm",69,10,,
RET,Corey Chavous,Corey,Chavous,CHA820452,00-0002919,,,,DB,SS,25,73,208,11,LA,,2510,,,,,,,,,,32004348-4182-0452-1f68-e2e03a262f41,,,,,
RET,Corey Swinson,Corey,Swinson,SWI547443,00-0015977,,,,DL,DT,,77,334,0,LA,,2510,,,,,,,,,,32005357-4954-7443-d04a-33d84e0ecafb,,,,,
RET,Cornell Banks,Cornell,Banks,BAN454226,00-0028483,,,,DL,DT,96,74,310,1,LA,,2510,,,,,,,,,,32004241-4e45-4226-9265-17f5c63a4660,,,,,
RET,Cortney Grixby,Cortney,Grixby,GRI826530,00-0025960,,,,DB,CB,43,69,170,0,LA,,2510,,,,,,,,,,32004752-4982-6530-917a-86e8d9ce5126,,,,,
CUT,Cory Harkey,Cory,Harkey,HAR162438,00-0028958,,17-06-1990,UCLA,TE,TE,46,76,262,6,LA,1,2510,Cory,2012,2012,,Pacific Twelve Conference,A01,Active,38909,C.Harkey,32004841-5216-2438-90f7-3dba90da930e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qnxxlalj3rx8oueqjgsv",,,,
RET,Courtland Bullard,Courtland,Bullard,BUL356535,00-0021280,,,,LB,LB,51,75,234,2,LA,,2510,,,,,,,,,,32004255-4c35-6535-9e56-9d977bfcbe90,,,,,
CUT,Curtis Mikell,Curtis,Mikell,MIK075788,00-0034120,,25-11-1995,Southern Mississippi,DB,DB,33,68,181,0,LA,1,2510,Curtis,2018,2018,,Conference USA,A01,Active,46382,C.Mikell,32004d49-4b07-5788-793d-bca16c509c8d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gt9pyeolkajq6xwh2cda",,,,
RET,D'Marco Farr,D'Marco,Farr,FAR440457,00-0005074,,,,DL,DT,75,73,280,7,LA,,2510,,,,,,,,,,32004641-5244-0457-cdcc-822d5fb54b99,,,,,
RET,D.J. Young,D.J.,Young,YOU179535,00-0028731,,,,OL,T,67,77,298,1,LA,,2510,,,,,,,,,,3200594f-5517-9535-3e0f-16e73713bfdb,,,,,
CUT,Damarious Randall,Damarious,Randall,RAN052747,00-0032251,,29-08-1992,Arizona State,DB,FS,30,71,196,6,LA,1,2510,Damarious,2015,2015,GB,Pacific Twelve Conference,A01,Active,42373,D.Randall,32005241-4e05-2747-893f-1a139ed1aa96,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p1woko44y96vuejxxh2h",30,30,,
RET,Damian Williams,Damian,Williams,WIL206430,00-0027893,,,,WR,WR,10,73,200,6,LA,,2510,,,,,,,,,,32005749-4c20-6430-3061-a801a061550d,,,,,
RET,Damon Griffin,Damon,Griffin,GRI089661,00-0006431,,,,WR,WR,89,69,186,3,LA,,2510,,,,,,,,,,32004752-4908-9661-4739-3917072e7b72,,,,,
RET,Dan Alexander,Dan,Alexander,ALE168106,00-0020487,,,,RB,RB,39,72,257,3,LA,,2510,,,,,,,,,,3200414c-4516-8106-dc80-7b49aa7a9391,,,,,
RET,Dan Curley,Dan,Curley,CUR170975,00-0022015,,,,TE,TE,44,76,254,0,LA,,2510,,,,,,,,,,32004355-5217-0975-fa99-9c9fc36e5998,,,,,
CUT,Dan Orlovsky,Dan,Orlovsky,ORL645634,00-0023578,,18-08-1983,Connecticut,QB,QB,8,77,215,12,LA,1,2510,Dan,2005,2005,DET,Big East,A01,Active,29972,D.Orlovsky,32004f52-4c64-5634-b5fd-f078d6e406f7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vr8juuraecwssjnviglf",145,,,
CUT,Daniel Isom,Daniel,Isom,ISO132055,00-0037054,,,Washington State,DB,DB,41,72,194,,LA,,2510,Daniel,2022,2022,,Pacific Twelve Conference,P02,Prac Sq.; Inj,54747,D.Isom,32004953-4f13-2055-b326-9d633b161327,,,41,,
RET,Daniel Rodriguez,Daniel,Rodriguez,ROD651526,00-0031963,,,,WR,WR,3,68,180,0,LA,,2510,,,,,,,,,,3200524f-4465-1526-592b-b8e9445b91bb,,,,,
RET,Dante Hall,Dante,Hall,HAL247893,00-0019539,,,,WR,WR,82,68,187,9,LA,,2510,,,,,,,,,,32004841-4c24-7893-164e-5fee8153cbb3,,,,,
RET,Darcy Johnson,Darcy,Johnson,JOH165441,00-0023797,,,,TE,TE,87,77,252,4,LA,,2510,,,,,,,,,,32004a4f-4816-5441-cc86-b7898598470b,,,,,
RET,Darell Scott,Darell,Scott,SCO234172,00-0027073,,,,DL,DT,97,75,317,4,LA,,2510,,,,,,,,,,32005343-4f23-4172-8b97-0dd0b12eedba,,,,,
RET,Darius Williams,Darius,Williams,WIL207319,00-0022987,,,,TE,TE,82,78,270,0,LA,,2510,,,,,,,,,,32005749-4c20-7319-2235-46f57e0421f3,,,,,
CUT,Darrell Williams,Darrell,Williams,WIL207373,00-0031821,,03-08-1993,South Florida,OL,T,63,77,303,3,LA,1,2510,Darrell,2015,2015,,American Athletic Conference,A01,Active,42852,D.Williams,32005749-4c20-7373-b827-32201e20ba33,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b1md8wqthppiaq9sjjgq",,,,
RET,Darreon Herring,Darreon,Herring,HER514381,00-0032675,,,,LB,LB,49,74,227,0,LA,,2510,,,,,,,,,,32004845-5251-4381-ad75-de3dadd48358,,,,,
RET,Darrius Blevins,Darrius,Blevins,BLE751529,00-0018625,,,,WR,WR,83,74,216,1,LA,,2510,,,,,,,,,,3200424c-4575-1529-748d-60ad34ac98e2,,,,,
RET,Darwin Brown,Darwin,Brown,BRO368322,00-0001903,,,,DB,DB,27,70,175,1,LA,,2510,,,,,,,,,,32004252-4f36-8322-cf0a-0c8373aec6fa,,,,,
RET,Dave Barr,Dave,Barr,BAR552417,00-0000819,,,,QB,QB,,75,210,0,LA,,2510,,,,,,,,,,32004241-5255-2417-3e63-7ea8f9ed0e03,,,,,
RET,Dave Pearson,Dave,Pearson,PEA370927,00-0022337,,,,OL,T,,75,287,1,LA,,2510,,,,,,,,,,32005045-4137-0927-5c2b-2d98128e5007,,,,,
RET,Dave Ragone,Dave,Ragone,RAG336187,00-0022091,,,,QB,QB,4,75,221,4,LA,,2510,,,,,,,,,,32005241-4733-6187-d316-b1d1be5bff41,,,,,
RET,Dave Wohlabaugh,Dave,Wohlabaugh,WOH385627,00-0018150,,,,OL,C,64,75,296,9,LA,,2510,,,,,,,,,,3200574f-4838-5627-3e58-1d9f9e9ad53b,,,,,
RET,David Allen,David,Allen,ALL097954,00-0020058,,,,RB,RB,34,69,195,2,LA,,2510,,,,,,,,,,3200414c-4c09-7954-f339-249a77fd4d9b,,,,,
UFA,David Arkin,David,Arkin,ARK296636,00-0028048,,07-10-1987,Missouri State,OL,OG,66,77,307,3,LA,1,2510,David,2011,2011,DAL,Missouri Valley Football Conference,A01,Active,37185,,32004152-4b29-6636-e940-b36d4b4f7984,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjdrs0w140hj1v20yfnb",110,,,
RET,David Richards,David,Richards,RIC225540,00-0032603,,,,WR,WR,12,76,213,0,LA,,2510,,,,,,,,,,32005249-4322-5540-64ef-4007c06405ef,,,,,
RET,David Thompson,David,Thompson,THO511864,00-0021520,,,,DL,DT,75,77,295,1,LA,,2510,,,,,,,,,,32005448-4f51-1864-b070-250d11b6b11f,,,,,
RET,David Thompson,David,Thompson,THO515908,00-0016371,,,,RB,RB,30,68,200,3,LA,,2510,,,,,,,,,,32005448-4f51-5908-33d6-32432c4eb045,,,,,
RET,David Wang,David,Wang,WAN260011,00-0032126,,,,OL,C,57,74,308,0,LA,,2510,,,,,,,,,,32005741-4e26-0011-7b99-af183829e0b0,,,,,
RET,Davin Joseph,Davin,Joseph,JOS174977,00-0024238,,,,OL,G,69,75,313,9,LA,,2510,,,,,,,,,,32004a4f-5317-4977-f449-23d6bd8887f7,,,,,
ACT,Davis Allen,Davis,Allen,ALL098299,00-0039074,,,Clemson,TE,TE,87,78,250,0,LA,,2510,Davis,2023,2023,LA,Atlantic Coast Conference,A01,Active,56040,D.Allen,3200414c-4c09-8299-f00f-278951746672,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unikdm5lyvbzxe176aci",175,87,,
CUT,Dayan Lake,Dayan,Lake,LAK284146,00-0035945,,,Brigham Young,DB,DB,0,71,200,0,LA,,2510,Dayan,2020,2020,,Independent,W03,Waivers/No Rec.,52847,D.Lake,32004c41-4b28-4146-373c-43b18f3a8f1c,,,0,,2020
CUT,DeAndre Square,Deandre,Square,SQU166116,00-0038949,,,Kentucky,LB,ILB,58,73,224,0,LA,,2510,DeAndre,2023,2023,,Southeastern Conference,W03,Waivers/No Rec.,56661,D.Square,32005351-5516-6116-8f2f-6a4487791574,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/or9ekxr0rsojelmpnrtp",,58,,
RET,Dean Biasucci,Dean,Biasucci,BIA622935,00-0001229,,,,SPEC,K,,72,190,11,LA,,2510,,,,,,,,,,32004249-4162-2935-eece-70c9873185cd,,,,,
RET,Deandre' Eiland,Deandre',Eiland,EIL138429,00-0022743,,,,DB,DB,43,72,207,1,LA,,2510,,,,,,,,,,32004549-4c13-8429-decf-58a88551d24f,,,,,
RET,Deantre Harlan,Deantre,Harlan,HAR176019,00-0030989,,,,DL,DT,68,76,281,0,LA,,2510,,,,,,,,,,32004841-5217-6019-7f18-08dfa2c11c66,,,,,
